Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,Inventory ID,Vehicle ID,Receipt Number ,Fund
1 Lot of 4 Chairs,95570,OFM,7/19/2016,$24.00 ,"OFM-107264, OFM-107265, OFM-107260, OFM-107261",,3678807884,
1 Lot of 2 Chairs,95571,OFM,7/19/2016,$13.00 ,"OFM-107262, OFM-107263",,3678914848,
Power Edge T110 Server,95572,ITS,7/19/2016,$52.00 ,106745,,3678986528,
Power Edge T110 Server,95573,ITS,7/19/2016,$42.00 ,106742,,3678986532,
Dell Power Edge T100 Server,95574,ITS,7/19/2016,$21.00 ,106744,,3678985036,
Dell Power Edge T100 Server,95575,ITS,7/19/2016,$14.00 ,106743,,3678985040,
Dell Power Edge 1900 Server,95576,ITS,7/19/2016,$23.57 ,106826,,3679254614,
Dell Power Edge R710 Server,95577,ITS,7/20/2016,$55.00 ,106767,,3678986540,
Dell Power Edge R710 Server,95578,ITS,7/20/2016,$55.00 ,106823,,3678986549,
Dell Power Edge R710 Server,95579,ITS,7/20/2016,$57.00 ,106766,,3678986556,
Dell Power Edge R710 Server,95580,ITS,7/20/2016,$57.00 ,106822,,3678986560,
Dell Power Edge R710 Server,95581,ITS,7/20/2016,$57.00 ,106824,,3678986568,
Dell Power Edge R710 Server,95582,ITS,7/20/2016,$59.00 ,106821,,3678986576,
Power Edge 2900 Server,95583,ITS,7/20/2016,$45.00 ,106746,,3679046379,
Sentry Safe,95585,POLICE STATE FELONY FORFEITURE,7/20/2016,$105.13 ,PSFF-036-020,,3678939868,
Samsung Wireless Sound Bar,95587,POLICE STATE FELONY FORFEITURE,7/20/2016,$116.01 ,PSFF-036-019,,3679316984,
Dewalt 20 Volt Drill Set,95588,POLICE STATE FELONY FORFEITURE,7/20/2016,$145.00 ,PSFF-036-006,,3678912803,
Car Audio DVD Player,95589,POLICE STATE FELONY FORFEITURE,7/20/2016,$46.00 ,PSFF-036-007,,3679229010,
Barrett Airsoft Gun,95590,POLICE STATE FELONY FORFEITURE,7/20/2016,$27.01 ,PSFF-036-004,,3678897760,
Dell Intel Premium Laptop,95593,POLICE STATE FELONY FORFEITURE,7/20/2016,$103.00 ,PSFF-036-030,,3679413357,
Christian Louboutin Shoes - Size: 38 1/2,95594,DRUG TASK FORCE,7/20/2016,$167.99 ,TF-333-057Z,,3678891291,
"""Monika Chiang"" Shoes - Size: 37 1/2",95595,DRUG TASK FORCE,7/20/2016,$29.00 ,TF-333-057AA,,3678963552,
Nike Tennis Shoes - Size: 10,95596,DRUG TASK FORCE,7/20/2016,$73.00 ,TF-333-057BB,,3678903942,
Jordan Tennis Shoes - Size: 10,95597,DRUG TASK FORCE,7/20/2016,$78.00 ,TF-333-057CC,,3679324056,
Jordan Tennis Shoes - Size 10,95598,DRUG TASK FORCE,7/20/2016,$83.00 ,TF-333-057DD,,3678967405,
Timberland Boots - Size: 9 1/2,95599,DRUG TASK FORCE,7/20/2016,$42.01 ,TF-333-057EE,,3678989713,
Timberland Boots - Size 9,95600,DRUG TASK FORCE,7/20/2016,$37.35 ,TF-333-057FF,,3679321758,
Nike Tennis Shoes - Size: 10,95602,DRUG TASK FORCE,7/20/2016,$42.00 ,TF-333-057HH,,3678903952,
1995 John Deere 5400 Tractor,95605,OFM-PARKS,7/21/2016,"$6,300.62 ",,29 4946,Cashiers Check,
2008 Chevrolet Impala,95606,OFM-POLICE,7/21/2016,$150.50 ,,1382 JG,3678975244,
2004 Ford F-750 Asphalt Truck,95607,OFM-PUBLIC WORKS,7/21/2016,"$4,469.44 ",,08L 5937,3679262337,
2005 Dodge Stratus,95609,OFM-POLICE,7/21/2016,$775.00 ,,P 3031 AN,3678998785,
2011 Chevrolet Impala,95610,OFM-POLICE,7/21/2016,$33.01 ,,2466 AJ,3679302812,
2006 Dodge Charger,95612,POLICE STATE DRUG FUND,7/21/2016,"$3,075.00 ",,116612,Cashiers Check,
Dell Computer,95614,ITS,7/25/2016,$91.00 ,104966,,3679485190,
Dell Computer,95615,ITS,7/25/2016,$88.00 ,104971,,3679485196,
Dell Computer,95618,ITS,7/25/2016,$75.00 ,104973,,3679242280,
Dell Computer,95619,ITS,7/25/2016,$90.00 ,104963,,3679485206,
Dell Computer,95620,ITS,7/25/2016,$88.01 ,104968,,3679403937,
Monitor,95626,JUVENILE COURT,7/25/2016,$27.00 ,104640,,3679356545,
Dell Laptop w/Bag,95627,ITS,7/25/2016,$93.00 ,"99233A, 107469",,3679242287,
Dell Laptop w/Bag,95628,ITS,7/25/2016,$73.00 ,"99233B, 105104",,3679242296,
Dell Laptop w/Bag,95629,ITS,7/25/2016,$61.00 ,"99233C, 105117",,3679406823,
Brookstone Watch Winder Box,95630,DRUG TASK FORCE,7/25/2016,$21.00 ,TF-333-025C,,3679229858,
Dell Laptop w/Bag,95631,ITS,7/25/2016,$70.00 ,"99233D, 107474",,3679242307,
White Gold Necklace with Pendant,95632,DRUG TASK FORCE,7/25/2016,"$1,325.00 ",TF-333-026B,,Cashiers Check,
Speck Finder,95635,POLICE DEPARTMENT,7/25/2016,$208.01 ,104615,,3679254268,
Men's Diamond Watch,95636,DRUG TASK FORCE,7/27/2016,"$4,525.00 ",TF-333-025A,,Cashiers Check,
Nautilus Exercise Bike,95642,POLICE DEPARTMENT,7/25/2016,$170.00 ,104765,,3679264321,
ION Computer DJ System,95647,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/26/2016,$37.00 ,PPEU-032-044,,3679513550,
Beats by Dre Head Phones,95650,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/26/2016,$42.00 ,PPEU-032-035A,,3679324062,
Beats by Dre Head Phones,95651,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/26/2016,$21.00 ,PPEU-032-035B,,3679502797,
XBox 360 Controller,95652,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/26/2016,$12.00 ,PPEU-032-036A,,3679315009,
XBox 360 Controller,95653,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/26/2016,$16.00 ,PPEU-032-036B,,3679411589,
XBox 360 Controller,95654,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/26/2016,$11.00 ,PPEU-032-036C,,3679411595,
"Samsung 40"" LED Smart TV. Model",95658,POLICE STATE FELONY FORFEITURE,7/26/2016,$190.00 ,PSFF-036-012,,3679317526,
Intuos Pro Pen Tablet,95659,POLICE STATE FELONY FORFEITURE,7/26/2016,$170.00 ,PSFF-036-010,,3679394959,
GoPro Color Card Printer,95660,POLICE STATE FELONY FORFEITURE,7/26/2016,$228.00 ,PSFF-036-027,,3679408016,
Vector Arms Air Soft Rifle,95661,POLICE STATE FELONY FORFEITURE,7/26/2016,$13.00 ,PSFF-036-002,,3679342958,
Echo Air Soft Rifle,95663,POLICE STATE FELONY FORFEITURE,7/26/2016,$6.05 ,PSFF-036-005,,3679317535,
Office Electronics,95665,POLICE STATE FELONY FORFEITURE,7/26/2016,$1.00 ,"PSFF-036-015, PSFF-036-016, PSFF-036-017, PSFF-036-018",,3679336386,
Brother Fax/Scan/Copy Machine,95666,POLICE STATE FELONY FORFEITURE,7/26/2016,$6.57 ,PSFF-036-028,,3679499210,
Projector,95668,GENERAL SERVICES,7/27/2016,$16.00 ,"107418, 107421B",,3679488251,
Micro Film Projector,95670,WATER SERVICES,7/27/2016,$31.50 ,WS-103977,,3679486773,
Office Equipment,95678,ITS,7/27/2016,$11.50 ,"107278, 107282, 107276, 107283, 107268, 107284, 107272, 107273, 107281, 107270, 107269, 107277",,3679419127,
2 Laptops,95679,ITS,7/27/2016,$34.00 ,"105103, 105132",,3679417863,
2 Laptops,95680,ITS,7/27/2016,$30.00 ,"105105, 105152",,3679417869,
Dell Laptop w/Bag,95681,ITS,7/27/2016,$100.00 ,"99232A, 105365",,3679405926,
Dell Laptop w/Bag,95682,ITS,7/27/2016,$57.89 ,"99232D, 105139",,3679408544,
Dell Laptop w/Bag,95683,ITS,7/27/2016,$59.92 ,"99232B, 105122",,3679408548,
Dell Laptop w/Bag,95684,ITS,7/27/2016,$59.98 ,"99232C, 105115",,3679408559,
Dell Laptop w/Bag,95685,ITS,7/27/2016,$62.00 ,"99232E, 105123",,3679408566,
1 Lot of 2 Bar Stools,95686,LP FIELD,7/27/2016,$19.00 ,"LP-96765, LP-96769",,3679410005,
Table,95687,PUBLIC LIBRARY,7/28/2016,$24.00 ,107393,,3679489058,
Haworth Table,95688,OFM,7/28/2016,$16.00 ,OFM-107229,,3679694013,
Table,95697,POLICE DEPARTMENT,7/28/2016,$25.00 ,107398,,3679694014,
Table,95698,POLICE DEPARTMENT,7/28/2016,$25.00 ,107399,,3679694016,
Chair,95699,POLICE DEPARTMENT,7/28/2016,$1.00 ,107179,,3679684462,
Chair,95703,FIRE,7/28/2016,$1.00 ,107312,,3679684465,
Chair,95704,FIRE,7/28/2016,$4.50 ,107310,,3679517096,
Chair,95705,FIRE,7/28/2016,$1.00 ,107311,,3679684467,
Chair,95706,FIRE,7/28/2016,$1.00 ,107309,,3679684475,
1995 Cadillac Deville,95707,POLICE STATE DRUG FUND,7/28/2016,$729.00 ,,150106,3679484412,
2 Bar Stools,95713,LP FIELD,7/25/2016,$19.00 ,"LP-97234, LP-97240",,3679532670,
2003 Chevrolet Astro,95716,OFM-WATER SERVICES,7/28/2016,"$1,725.00 ",,31C 045,3679498367,
2005 Chevrolet Blazer,95718,OFM-PUBLIC WORKS,7/28/2016,"$1,525.00 ",,P 3077 AN,3679496067,
2 Bar Stools,95719,LP FIELD,7/25/2016,$19.00 ,"LP-97205, LP-97235",,Money Order,
2003 Chevrolet Astro,95720,OFM-POLICE,7/28/2016,"$1,175.00 ",,P 2854 AL,Cashiers Check,
2 Bar Stools,95721,LP FIELD,7/25/2016,$18.51 ,"LP-97236, LP-97204",,3679532677,
2 Bernhardt Chairs,95726,LP FIELD,7/25/2016,$93.00 ,"LP-96742, LP-96743",,3679244935,
2 Bernhardt Chairs,95730,LP FIELD,7/25/2016,$67.00 ,"LP-96744, LP-96745",,3679532686,
Kings Inc. Couch,95733,LP FIELD,7/25/2016,$1.00 ,LP-100393,,3679300239,
2 Chairs,95734,LP FIELD,7/25/2016,$38.11 ,"LP-100925, LP-100928",,3679244503,
Treadmill,95355,SCHOOL BOARD WAREHOUSE,7/11/2016,$62.00 ,SBS-7818,,3680455238,Enterprise
10 kt Yellow Gold and Diamond Cross Necklace,95389,DRUG TASK FORCE,7/12/2016,$510.00 ,TF-333-062,,3680444417,Enterprise
Apple Power Book G4,95444,ITS,7/13/2016,$52.00 ,106346,,3680620308,General Fund
1 Lot of 2 Bernhardt Chairs,95451,LP FIELD,7/14/2016,$161.00 ,"LP-97262, LP-97263",,3680114689,Enterprise
1 Lot of 2 Bernhardt Chairs,95452,LP FIELD,7/14/2016,$161.00 ,"LP-97260, LP-97261",,3680114694,Enterprise
1 Lot of 2 Bernhardt Chairs,95453,LP FIELD,7/14/2016,$155.00 ,"LP-96750, LP-96751",,3679846512,Enterprise
Dell Laptop Bag,95501,ITS,7/14/2016,$7.00 ,99231A,,3679846519,General Fund
"""Haworth"" Table",95550,OFM,7/18/2016,$11.00 ,OFM-107254,,Money Order,Enterprise
"""Haworth"" Table",95551,OFM,7/18/2016,$12.00 ,OFM-107255,,Money Order,Enterprise
1 Lot of 4 55 Gallon Drums,95555,SURPLUS WAREHOUSE,7/18/2016,$42.00 ,107493,,Money Order,General Fund
Cleveland Convection Steamer,95560,SCHOOL BOARD FOOD SERVICE,7/19/2016,$6.62 ,FSBS-0208,,3679891536,Enterprise
Claridge Trophy Case,95562,GENERAL SERVICES,7/19/2016,$205.00 ,106825,,3680620309,General Fund
Reclining Couch w/ Love Seat,95584,POLICE STATE FELONY FORFEITURE,7/20/2016,$915.00 ,"PSFF-036-025, PSFF-036-026",,3680756004,Enterprise
"""Gibson"" Air Unit",95586,POLICE STATE FELONY FORFEITURE,7/20/2016,$106.00 ,PSFF-036-029,,Cashiers Check,Enterprise
Timberland Boots - Size 8,95601,DRUG TASK FORCE,7/20/2016,$16.89 ,TF-333-057GG,,3679836249,Enterprise
Steve Madden Shoes - Size: 7 1/2,95603,DRUG TASK FORCE,7/20/2016,$11.00 ,TF-333-057II,,3679836260,Enterprise
Little Tikes Play Station,95604,SCHOOL BOARD WAREHOUSE,7/21/2016,$32.00 ,SBS-7853D,,Cashiers Check,Enterprise
2006 Chevrolet Impala,95608,OFM-POLICE,7/21/2016,"$1,377.00 ",,1209 JF,Money Order,Enterprise
Dell Computer,95616,ITS,7/25/2016,$93.00 ,104967,,3680645203,General Fund
Dell Computer,95617,ITS,7/25/2016,$93.00 ,104972,,3680645209,General Fund
Dell Computer,95622,ITS,7/25/2016,$89.00 ,104970,,3680645214,General Fund
Monitor,95624,ITS,7/25/2016,$37.00 ,106618,,3680082690,General Fund
Monitor,95625,ITS,7/25/2016,$37.00 ,106619,,3680082696,General Fund
Ladies Diamond Watch,95634,DRUG TASK FORCE,7/26/2016,"$2,300.00 ",TF-333-025B,,Money Order,Enterprise
Men's Diamond Bracelet,95638,DRUG TASK FORCE,8/1/2016,"$3,625.00 ",TF-333-035B,,3679816087,Enterprise
"2 Stealth Acoustics 8"" Speakers",95640,DRUG TASK FORCE,7/25/2016,$130.00 ,TF-335-019,,3680181744,Enterprise
"Dell 19"" Monitor",95641,JUVENILE COURT,7/25/2016,$25.00 ,104641,,3680082701,General Fund
'Whirlpool' Refrigerator,95643,DRUG TASK FORCE,7/25/2016,$360.00 ,TF-335-096,,Cashiers Check,Enterprise
Single Diamond Cluster Earring,95644,DRUG TASK FORCE,8/3/2016,$410.00 ,TF-333-035A,,Money Order,Enterprise
Men's Diamond Watch,95645,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/3/2016,$298.00 ,PPEU-031A-044A,,Money Order,Enterprise
Sunglasses,95646,SURPLUS WAREHOUSE,8/4/2016,$52.01 ,107285,,Money Order,General Fund
"24"" Bolt Cutters",95648,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/26/2016,$15.01 ,PPEU-032-056,,3679983903,Enterprise
Hack Saw,95649,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/26/2016,$1.00 ,PPEU-032-055,,3679930038,Enterprise
4 Assorted Tools,95656,POLICE PROPERTY AND EVIDENCE UNCLAIMED,7/26/2016,$2.58 ,PPEU-032-047,,3680016193,Enterprise
"65"" Samsung LED Smart TV",95657,POLICE STATE FELONY FORFEITURE,7/26/2016,$796.00 ,PSFF-036-022,,3679848541,Enterprise
Vector Arms Air Soft Rifle,95662,POLICE STATE FELONY FORFEITURE,7/26/2016,$21.00 ,PSFF-036-003,,3680732195,Enterprise
Air Soft Rifle,95664,POLICE STATE FELONY FORFEITURE,7/26/2016,$11.00 ,PSFF-036-001,,3680016200,Enterprise
Projector,95667,GENERAL SERVICES,7/27/2016,$14.00 ,107417,,3679924764,General Fund
Office Supplies,95669,GENERAL SERVICES,7/27/2016,$21.00 ,"107252, 107415",,3679812520,General Fund
File Cabinet,95671,POLICE DEPARTMENT,7/27/2016,$37.00 ,104035,,3679924897,General Fund
Printer,95672,POLICE DEPARTMENT,7/27/2016,$57.00 ,104700,,3679930047,General Fund
Speck Finder,95673,POLICE DEPARTMENT,7/27/2016,$87.00 ,104616,,3680651879,General Fund
Printer,95674,JUVENILE COURT,7/27/2016,$32.15 ,104678,,3681292840,General Fund
Haworth Table,95689,OFM,7/28/2016,$19.00 ,OFM-107230,,Money Order,Enterprise
Haworth Table,95690,OFM,7/28/2016,$19.00 ,OFM-107232,,Money Order,Enterprise
Haworth Table,95691,OFM,7/28/2016,$16.00 ,OFM-107231,,Money Order,Enterprise
Metal Shelf,95694,POLICE DEPARTMENT,7/28/2016,$42.00 ,107396,,3681056034,General Fund
Metal Shelf,95695,POLICE DEPARTMENT,7/28/2016,$33.00 ,107395,,3681056042,General Fund
Metal Shelf,95696,POLICE DEPARTMENT,7/28/2016,$41.00 ,107397,,3681056055,General Fund
48 Pallets,95700,FIRE,7/28/2016,$2.00 ,107541,,Money Order,General Fund
Lion Apparel Suspenders,95701,FIRE,7/28/2016,$105.13 ,107518,,3679859864,General Fund
Shelby Gloves,95702,FIRE,7/28/2016,"$2,525.00 ",107517,,Money Order,General Fund
2 Bar Stools,95708,LP FIELD,7/25/2016,$14.00 ,"LP-97156, LP-97210",,Money Order,Enterprise
2 Bar Stools,95709,LP FIELD,7/25/2016,$15.00 ,"LP-97241, LP-97378",,Money Order,Enterprise
2 Bar Stools,95710,LP FIELD,7/25/2016,$17.00 ,"LP-97147, LP-97143",,Money Order,Enterprise
2011 Chevrolet Impala,95711,OFM-POLICE,7/28/2016,"$1,675.00 ",,8056 AJ,Cashiers Check,Enterprise
2 Bar Stools,95712,LP FIELD,7/25/2016,$18.00 ,"LP-97155, LP-07211",,Money Order,Enterprise
2009 Chevrolet Impala,95715,OFM-POLICE,7/28/2016,"$1,580.00 ",,1885 JI,Cashiers Check,Enterprise
2011 Chevrolet Impala,95717,OFM-SHERIFF,7/28/2016,"$1,015.00 ",,8115 AJ,Cashiers Check,Enterprise
2 Bar Stools,95722,LP FIELD,7/25/2016,$6.00 ,"LP-97237, LP-97203",,Money Order,Enterprise
2 Bernhardt Chairs,95723,LP FIELD,7/25/2016,$62.00 ,"LP-96756, LP-96757",,Money Order,Enterprise
2 Bernhardt Chairs,95724,LP FIELD,7/25/2016,$57.00 ,"LP-96896, LP-96897",,Money Order,Enterprise
2 Bernhardt Chairs,95725,LP FIELD,7/25/2016,$57.00 ,"LP-96898, LP-96899",,Money Order,Enterprise
2 Bernhardt Chairs,95727,LP FIELD,7/25/2016,$57.00 ,"LP-96754, LP-96755",,Money Order,Enterprise
2 Bernhardt Chairs,95728,LP FIELD,7/25/2016,$68.09 ,"LP-96900, LP-96901",,Money Order,Enterprise
2 Bernhardt Chairs,95729,LP FIELD,7/25/2016,$75.00 ,"LP-96892, LP-96893",,Money Order,Enterprise
4 Bernhardt Chairs,95731,LP FIELD,7/25/2016,$11.05 ,"LP-100047, LP-100870, LP-100481, LP-100482",,Money Order,Enterprise
Table,95732,LP FIELD,7/25/2016,$13.00 ,LP-100406,,3680296081,Enterprise
Chair,95735,FIRE,8/1/2016,$13.55 ,107314,,3680670249,General Fund
Chair,95736,FIRE,8/1/2016,$2.00 ,107313,,3680029190,General Fund
16 Chairs,95737,OFM,8/1/2016,$57.00 ,"OFM-107204, OFM-107205, OFM-107206, OFM-107207, OFM-107208, OFM-107209, OFM-107210, OFM-107211, OFM-107212, OFM-107213, OFM-107214, OFM-107215, OFM-107216, OFM-107217, OFM-107248, OFM-107249",,3680531772,Enterprise
5 Chairs,95738,OFM,8/1/2016,$27.57 ,"OFM-107199, OFM-107200, OFM-107201, OFM-107202, OFM-107203",,3679859876,Enterprise
Round Table,95739,OFM,8/1/2016,$6.00 ,OFM-107233,,3680029198,Enterprise
2 Metal Folding Chairs,95740,OFM,8/1/2016,$1.00 ,"OFM-107220, OFM-107221",,3679987920,Enterprise
Hon File Cabinet,95741,HEALTH,8/1/2016,$6.57 ,105833,,3679825598,General Fund
Office Electronics,95742,STATE TRIAL COURT,8/1/2016,$70.58 ,"107437, 107438, 107439, 107440, 107441, 107442, 107443, 107444, 107445, 107446, 107447, 107448, 107449, 107450, 107451, 107452, 107453, 107454, 107455, 107456, 107457, 107458, 107459, 107514, 107515, 107516",,3680670581,General Fund
Federal Signal Siren Amps,95743,RADIO COMMUNICATIONS,8/1/2016,$185.00 ,RC-107175,,3682137815,Enterprise
Restaurant Equipment,95744,RADIO COMMUNICATIONS,8/1/2016,$73.00 ,"RC-107171, RC-107172, RC-107178",,3679820491,Enterprise
Cart w/Assorted Radio Equipment,95745,RADIO COMMUNICATIONS,8/1/2016,$40.00 ,RC-107170,,3680670777,Enterprise
Cart w/Assorted Radio Equipment,95746,RADIO COMMUNICATIONS,8/1/2016,$64.01 ,RC-107169,,3680187103,Enterprise
Grocery Cart w/Car Jacks,95747,RADIO COMMUNICATIONS,8/1/2016,$50.00 ,RC-107168,,3680104081,Enterprise
Assorted Equipment,95748,RADIO COMMUNICATIONS,8/1/2016,$37.29 ,"RC-107174, RC-107511, RC-107512, RC-107513",,3679827695,Enterprise
Office Chair,95749,RADIO COMMUNICATIONS,8/1/2016,$3.20 ,RC-107173,,3681565486,Enterprise
10 Chairs,95750,PUBLIC LIBRARY,8/1/2016,$88.00 ,"106033, 106034, 106035, 106036, 106037, 106038, 106039, 106040, 106041, 106042",,3679821579,General Fund
Nike Tennis Shoes,95773,DRUG TASK FORCE,8/2/2016,$68.00 ,TF-333-057PP,,3680142318,Enterprise
10 Chairs,95751,PUBLIC LIBRARY,8/1/2016,$83.00 ,"106023, 106024, 106025, 106026, 106027, 106028, 106029, 106030, 106031, 106032",,3679821584,General Fund
10 Chairs,95752,PUBLIC LIBRARY,8/1/2016,$83.02 ,"106003, 106004, 106005, 106006, 106007, 106008, 106009, 106010, 106011, 106012",,3679821593,General Fund
Coat Rack,95753,POLICE DEPARTMENT,8/1/2016,$8.00 ,107189,,Money Order,General Fund
Office Electronics,95754,OEM,8/1/2016,$18.50 ,"OEM-107343, OEM-107344, OEM-107345, OEM-107346, OEM-107347, OEM-107348, OEM-107349, OEM-107351, OEM-107352, OEM-107353, OEM-107383, OEM-107385, OEM-107386, OEM-107388, OEM-107389, OEM-107390, OEM-107391, OEM-107384, OEM-107387, OEM-107350",,3680010362,Enterprise
Acer Monitor,95755,NASHVILLE CONVENTION CTR,8/2/2016,$4.50 ,NCC-103875,,3681041155,Enterprise
Push Bumpers,95756,OFM,8/2/2016,$17.06 ,OFM-105228,,3680104088,Enterprise
Dell Computer,95757,ITS,8/2/2016,$89.01 ,104985,,3680082702,General Fund
Dell Computer,95758,ITS,8/2/2016,$95.00 ,104993,,3680082705,General Fund
Dell Computer,95759,ITS,8/2/2016,$73.00 ,104988,,Money Order,General Fund
Dell Laptop w/Bag,95760,ITS,8/2/2016,$115.01 ,"99237A, 105138",,3680105375,General Fund
2 Bernhardt Chairs,95761,LP FIELD,8/2/2016,$78.00 ,"LP-96812, LP-97185",,3680038455,Enterprise
2 Bernhardt Chairs,95762,LP FIELD,8/2/2016,$92.00 ,"LP-97186, LP-97187",,Money Order,Enterprise
Levis Boots,95763,DRUG TASK FORCE,8/2/2016,$36.00 ,TF-335-044K,,3680112601,Enterprise
Wasp Receipt Printer,95764,POLICE STATE FELONY FORFEITURE,8/2/2016,$2.00 ,PSFF-036-009,,3680531780,Enterprise
Wasp Scanner,95765,POLICE STATE FELONY FORFEITURE,8/2/2016,$12.56 ,PSFF-036-008,,3679934798,Enterprise
Jordan Tennis Shoes,95766,DRUG TASK FORCE,8/2/2016,$161.00 ,TF-333-057JJ,,3679912114,Enterprise
Jordan Tennis Shoes,95767,DRUG TASK FORCE,8/2/2016,$99.00 ,TF-333-057KK,,3679912126,Enterprise
Jordan Tennis Shoes,95768,DRUG TASK FORCE,8/2/2016,$93.00 ,TF-333-057NN,,Money Order,Enterprise
Nike Tennis Shoes,95769,DRUG TASK FORCE,8/2/2016,$47.00 ,TF-333-057LL,,3680112608,Enterprise
Nike Tennis Shoes,95770,DRUG TASK FORCE,8/2/2016,$40.00 ,TF-333-057QQ,,3680620312,Enterprise
Nike Tennis Shoes,95771,DRUG TASK FORCE,8/2/2016,$52.00 ,TF-333-057MM,,3681730680,Enterprise
Nike Tennis Shoes,95772,DRUG TASK FORCE,8/2/2016,$47.10 ,TF-333-057OO,,3680029960,Enterprise
Nike Tennis Shoes,95774,DRUG TASK FORCE,8/2/2016,$172.01 ,TF-333-057RR,,3680142322,Enterprise
Lebron James Tennis Shoes,95775,DRUG TASK FORCE,8/2/2016,$68.00 ,TF-333-057SS,,Money Order,Enterprise
Statue,95776,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$237.00 ,PPEU-031D-265,,Money Order,Enterprise
CRI Carpet Padding,95777,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$16.78 ,PPEU-031D-267,,3680554429,Enterprise
2 Bridgestone Tires,95778,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$21.00 ,PPEU-031D-251A,,Money Order,Enterprise
2 Bridgestone Tires,95779,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$13.03 ,PPEU-031D-251B,,3681040993,Enterprise
DeWalt 1.5 Gallon Air Compressor,95781,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$172.00 ,PPEU-031D-252,,3679930052,Enterprise
Bostitch Narrow Crown Stapler,95782,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$37.00 ,PPEU-031D-255,,3679930056,Enterprise
"Hitachi 2-1/2"" Finish Nailer",95783,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$53.01 ,PPEU-031D-256,,3679930064,Enterprise
"Hitachi 3-1/4"" Strip Nailer",95784,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$102.00 ,PPEU-031D-254,,3680171522,Enterprise
"Hitachi 2-1/2"" Coil Nailer",95785,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$93.00 ,PPEU-031D-257,,3680040336,Enterprise
Porter-Cable Finish Nailer,95786,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$42.00 ,PPEU-031D-258,,3679930069,Enterprise
Reading Glasses,95787,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$6.00 ,PPEU-031D-245,,3680099373,Enterprise
TomTom GPS,95788,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$16.89 ,PPEU-31D-244,,3679984401,Enterprise
Magellan GPS,95789,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$10.01 ,PPEU-031D-243,,3680531781,Enterprise
Adidas Tennis Shoes,95790,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$32.00 ,PPEU-031D-248A,,3679930073,Enterprise
L-Dig IT Shoes,95792,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$4.00 ,PPEU-031D-248C,,3681651471,Enterprise
J Crew Pants,95793,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$9.00 ,PPEU-031D-248D,,Money Order,Enterprise
Free World Pants,95794,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$6.00 ,PPEU-031D-248E,,Money Order,Enterprise
The North Face Jacket,95795,POLICE PROPERTY AND EVIDENCE UNCLAIMED,8/2/2016,$59.00 ,PPEU-031D-248F,,3680631822,Enterprise
Dell Laptop,95796,ITS,8/3/2016,$52.00 ,106550,,3680094834,General Fund
Dell Laptop,95797,ITS,8/3/2016,$83.01 ,106551,,Money Order,General Fund
Dell Laptop,95798,ITS,8/3/2016,$68.10 ,106648,,Money Order,General Fund
Dell Laptop,95799,ITS,8/3/2016,$64.21 ,106649,,Money Order,General Fund
Dell Laptop,95800,ITS,8/3/2016,$78.00 ,106654,,Money Order,General Fund
Dell Laptop,95801,ITS,8/3/2016,$68.01 ,106572,,Money Order,General Fund
Dell Laptop,95802,ITS,8/3/2016,$145.09 ,106565,,3680004089,General Fund
Dell Laptop,95803,ITS,8/3/2016,$52.00 ,106610,,Money Order,General Fund
Dell Laptop,95804,ITS,8/3/2016,$52.02 ,106651,,3680094842,General Fund
8 Computers,95805,JUVENILE COURT,8/3/2016,$103.00 ,"104648, 104645, 104647, 104646, 104649, 104644, 104643, 104642",,3680082706,General Fund
Monitor Stands,95806,POLICE DEPARTMENT,8/3/2016,$27.57 ,107547A,,3680545047,General Fund
Monitor Stands,95807,POLICE DEPARTMENT,8/3/2016,$11.57 ,107547B,,3680490106,General Fund
